,site,latitude,longitude,site_area,year_of_origin,site_shape,tree,species,angle,radius,year,has_any_damage,dead,snag,log,dbh,ba,height,crown_height,crown_width,category,site_type
1,JO101,63.12998611,30.60890556,1600,1844,Circular,1,2,1,1870,1994,FALSE,FALSE,NA,NA,9.899494937,76.96902001,NA,NA,NA,1,3
5577,JO101,63.12998611,30.60890556,1600,1844,Circular,1,2,1,1870,2007,FALSE,FALSE,NA,NA,10.84896308,92.44136383,NA,NA,NA,1,3
10498,JO101,63.12998611,30.60890556,1600,1844,Circular,1,2,1,1870,2019,FALSE,FALSE,FALSE,FALSE,12.24744871,117.8097245,NA,NA,NA,1,3
2,JO101,63.12998611,30.60890556,1600,1844,Circular,2,2,2,1348,1994,FALSE,FALSE,NA,NA,12.24989796,117.8568484,NA,NA,NA,1,3
5578,JO101,63.12998611,30.60890556,1600,1844,Circular,2,2,2,1348,2007,TRUE,TRUE,TRUE,FALSE,12.1,114.9901451,NA,NA,NA,3,3
10499,JO101,63.12998611,30.60890556,1600,1844,Circular,2,2,2,1348,2019,TRUE,TRUE,FALSE,TRUE,12.1,114.9901451,NA,NA,NA,3,3
3,JO101,63.12998611,30.60890556,1600,1844,Circular,3,2,5,1502,1994,FALSE,FALSE,NA,NA,19.82725397,308.755726,NA,NA,NA,1,3
5579,JO101,63.12998611,30.60890556,1600,1844,Circular,3,2,5,1502,2007,FALSE,FALSE,NA,NA,20.14497456,318.7302827,NA,NA,NA,1,3
10500,JO101,63.12998611,30.60890556,1600,1844,Circular,3,2,5,1502,2019,FALSE,FALSE,FALSE,FALSE,21.34291452,357.7645714,NA,NA,NA,1,3
4,JO101,63.12998611,30.60890556,1600,1844,Circular,4,2,5,1475,1994,TRUE,FALSE,NA,FALSE,5.799137867,26.41294024,50,35,NA,1,3
5580,JO101,63.12998611,30.60890556,1600,1844,Circular,4,2,5,1475,2007,FALSE,TRUE,NA,NA,5.249761899,21.64557338,NA,NA,NA,3,3
10501,JO101,63.12998611,30.60890556,1600,1844,Circular,4,2,5,1475,2019,TRUE,TRUE,FALSE,TRUE,5.249761899,21.64557338,NA,NA,NA,3,3
5,JO101,63.12998611,30.60890556,1600,1844,Circular,5,3,4,680,1994,FALSE,FALSE,NA,NA,24.39815567,467.5239647,NA,NA,NA,1,3
5581,JO101,63.12998611,30.60890556,1600,1844,Circular,5,3,4,680,2007,FALSE,FALSE,NA,NA,25.89304926,526.5701986,NA,NA,NA,1,3
10502,JO101,63.12998611,30.60890556,1600,1844,Circular,5,3,4,680,2019,FALSE,FALSE,FALSE,FALSE,26.8488361,566.1621201,NA,NA,NA,1,3
6,JO101,63.12998611,30.60890556,1600,1844,Circular,6,2,9,2222,1994,FALSE,FALSE,NA,NA,6.54064217,33.59933343,NA,NA,NA,1,3
5582,JO101,63.12998611,30.60890556,1600,1844,Circular,6,2,9,2222,2007,FALSE,FALSE,NA,NA,6.849817516,36.85088183,NA,NA,NA,1,3
10503,JO101,63.12998611,30.60890556,1600,1844,Circular,6,2,9,2222,2019,FALSE,FALSE,FALSE,FALSE,7.34982993,42.42720879,NA,NA,NA,1,3
7,JO101,63.12998611,30.60890556,1600,1844,Circular,7,3,9,1906,1994,TRUE,TRUE,NA,FALSE,22.8499453,410.0720891,NA,NA,NA,3,3
5583,JO101,63.12998611,30.60890556,1600,1844,Circular,7,3,9,1906,2007,TRUE,TRUE,FALSE,TRUE,23.28261154,425.7486364,NA,NA,NA,3,3
10504,JO101,63.12998611,30.60890556,1600,1844,Circular,7,3,9,1906,2019,TRUE,TRUE,FALSE,TRUE,23.28261154,425.7486364,NA,NA,NA,3,3
8,JO101,63.12998611,30.60890556,1600,1844,Circular,8,3,10,1656,1994,FALSE,FALSE,NA,NA,21.3990654,359.649527,242,153,NA,1,3
5584,JO101,63.12998611,30.60890556,1600,1844,Circular,8,3,10,1656,2007,FALSE,FALSE,NA,NA,23.44738791,431.7962023,236,180,NA,1,3
10505,JO101,63.12998611,30.60890556,1600,1844,Circular,8,3,10,1656,2019,FALSE,FALSE,FALSE,FALSE,24.54587542,473.2023934,230,165,212.5,1,3
9,JO101,63.12998611,30.60890556,1600,1844,Circular,9,3,10,1335,1994,TRUE,FALSE,NA,FALSE,29.94995826,704.5021526,NA,NA,NA,1,3
5585,JO101,63.12998611,30.60890556,1600,1844,Circular,9,3,10,1335,2007,TRUE,FALSE,FALSE,FALSE,32.44133166,826.5844431,NA,NA,NA,1,3
10506,JO101,63.12998611,30.60890556,1600,1844,Circular,9,3,10,1335,2019,FALSE,FALSE,FALSE,FALSE,33.14694556,862.9326701,NA,NA,NA,1,3
10,JO101,63.12998611,30.60890556,1600,1844,Circular,10,2,9,953,1994,FALSE,FALSE,NA,NA,13.14990494,135.8110504,NA,NA,NA,1,3
5586,JO101,63.12998611,30.60890556,1600,1844,Circular,10,2,9,953,2007,FALSE,FALSE,NA,NA,13.4,141.0260942,NA,NA,NA,1,3
10507,JO101,63.12998611,30.60890556,1600,1844,Circular,10,2,9,953,2019,FALSE,FALSE,FALSE,FALSE,13.54990775,144.1991028,NA,NA,NA,1,3
11,JO101,63.12998611,30.60890556,1600,1844,Circular,11,2,11,678,1994,FALSE,FALSE,NA,NA,8.248636251,53.43849104,NA,NA,NA,1,3
5587,JO101,63.12998611,30.60890556,1600,1844,Circular,11,2,11,678,2007,FALSE,TRUE,NA,NA,7.6498366,45.96150052,NA,NA,NA,3,3
10508,JO101,63.12998611,30.60890556,1600,1844,Circular,11,2,11,678,2019,TRUE,TRUE,FALSE,TRUE,7.6498366,45.96150052,NA,NA,NA,3,3
12,JO101,63.12998611,30.60890556,1600,1844,Circular,12,3,12,483,1994,TRUE,FALSE,NA,TRUE,13.94560863,152.7442348,NA,NA,NA,1,3
5588,JO101,63.12998611,30.60890556,1600,1844,Circular,12,3,12,483,2007,TRUE,TRUE,FALSE,TRUE,13.69854007,147.3799654,NA,NA,NA,3,3
10509,JO101,63.12998611,30.60890556,1600,1844,Circular,12,3,12,483,2019,TRUE,TRUE,FALSE,TRUE,13.69854007,147.3799654,NA,NA,NA,3,3
13,JO101,63.12998611,30.60890556,1600,1844,Circular,13,1,14,1033,1994,FALSE,FALSE,NA,NA,31.74334576,791.3986054,NA,NA,NA,1,3
5589,JO101,63.12998611,30.60890556,1600,1844,Circular,13,1,14,1033,2007,FALSE,FALSE,NA,NA,34.74190553,947.9755832,NA,NA,NA,1,3
10510,JO101,63.12998611,30.60890556,1600,1844,Circular,13,1,14,1033,2019,FALSE,FALSE,FALSE,FALSE,36.79945652,1063.586193,NA,NA,NA,1,3
14,JO101,63.12998611,30.60890556,1600,1844,Circular,14,2,14,1169,1994,FALSE,FALSE,NA,NA,18.99052395,283.2459936,NA,NA,NA,1,3
5590,JO101,63.12998611,30.60890556,1600,1844,Circular,14,2,14,1169,2007,FALSE,FALSE,NA,NA,19.790907,307.6247526,NA,NA,NA,1,3
10511,JO101,63.12998611,30.60890556,1600,1844,Circular,14,2,14,1169,2019,TRUE,TRUE,FALSE,TRUE,18.9,280.5520779,NA,NA,NA,3,3
15,JO101,63.12998611,30.60890556,1600,1844,Circular,15,2,14,1863,1994,FALSE,FALSE,NA,NA,23.74742091,442.9174403,NA,NA,NA,1,3
5591,JO101,63.12998611,30.60890556,1600,1844,Circular,15,2,14,1863,2007,TRUE,TRUE,TRUE,FALSE,23.49808503,433.6654499,NA,NA,NA,3,3
10512,JO101,63.12998611,30.60890556,1600,1844,Circular,15,2,14,1863,2019,TRUE,TRUE,FALSE,TRUE,23.49808503,433.6654499,NA,NA,NA,3,3
16,JO101,63.12998611,30.60890556,1600,1844,Circular,16,2,14,1894,1994,FALSE,FALSE,NA,NA,18.8,277.5911269,NA,NA,NA,1,3
5592,JO101,63.12998611,30.60890556,1600,1844,Circular,16,2,14,1894,2007,FALSE,FALSE,NA,NA,20.14944168,318.8716543,NA,NA,NA,1,3
10513,JO101,63.12998611,30.60890556,1600,1844,Circular,16,2,14,1894,2019,FALSE,FALSE,FALSE,FALSE,21.39976635,359.6730889,NA,NA,NA,1,3
17,JO101,63.12998611,30.60890556,1600,1844,Circular,17,2,15,1622,1994,FALSE,FALSE,NA,NA,17.99972222,254.461151,139,39,NA,1,3
5593,JO101,63.12998611,30.60890556,1600,1844,Circular,17,2,15,1622,2007,TRUE,TRUE,TRUE,FALSE,18.04826862,255.8355977,NA,NA,NA,3,3
10514,JO101,63.12998611,30.60890556,1600,1844,Circular,17,2,15,1622,2019,TRUE,TRUE,TRUE,FALSE,18.04826862,255.8355977,NA,NA,NA,3,3
18,JO101,63.12998611,30.60890556,1600,1844,Circular,18,2,16,1558,1994,FALSE,FALSE,NA,NA,30.69934853,740.1984991,250,43,NA,1,3
5594,JO101,63.12998611,30.60890556,1600,1844,Circular,18,2,16,1558,2007,FALSE,FALSE,NA,NA,31.9,799.2290251,271,73,NA,1,3
10515,JO101,63.12998611,30.60890556,1600,1844,Circular,18,2,16,1558,2019,FALSE,FALSE,FALSE,FALSE,33.44906576,878.7348811,283,91,152.5,1,3
19,JO101,63.12998611,30.60890556,1600,1844,Circular,19,5,16,1385,1994,FALSE,TRUE,NA,NA,12.22047462,117.2913617,NA,NA,NA,3,3
5595,JO101,63.12998611,30.60890556,1600,1844,Circular,19,5,16,1385,2007,TRUE,TRUE,TRUE,FALSE,11.04445562,95.80286797,NA,NA,NA,3,3
10516,JO101,63.12998611,30.60890556,1600,1844,Circular,19,5,16,1385,2019,TRUE,TRUE,FALSE,TRUE,11.04445562,95.80286797,NA,NA,NA,3,3
20,JO101,63.12998611,30.60890556,1600,1844,Circular,20,2,17,515,1994,FALSE,FALSE,NA,NA,12.39959677,120.7549676,NA,NA,NA,1,3
5596,JO101,63.12998611,30.60890556,1600,1844,Circular,20,2,17,515,2007,FALSE,FALSE,NA,NA,13.09961832,134.7743248,NA,NA,NA,1,3
10517,JO101,63.12998611,30.60890556,1600,1844,Circular,20,2,17,515,2019,FALSE,FALSE,FALSE,FALSE,14.14920492,157.2367123,NA,NA,NA,1,3
21,JO101,63.12998611,30.60890556,1600,1844,Circular,21,3,19,476,1994,TRUE,TRUE,NA,TRUE,12.6,124.6898124,NA,NA,NA,5,3
5597,JO101,63.12998611,30.60890556,1600,1844,Circular,21,3,19,476,2007,TRUE,TRUE,FALSE,TRUE,12.7,126.6768698,NA,NA,NA,3,3
10518,JO101,63.12998611,30.60890556,1600,1844,Circular,21,3,19,476,2019,TRUE,TRUE,FALSE,TRUE,12.7,126.6768698,NA,NA,NA,3,3
22,JO101,63.12998611,30.60890556,1600,1844,Circular,22,3,19,669,1994,FALSE,FALSE,NA,NA,23.04083332,416.952177,NA,NA,NA,1,3
5598,JO101,63.12998611,30.60890556,1600,1844,Circular,22,3,19,669,2007,FALSE,FALSE,NA,NA,23.74573646,442.8546084,NA,NA,NA,1,3
10519,JO101,63.12998611,30.60890556,1600,1844,Circular,22,3,19,669,2019,FALSE,FALSE,FALSE,FALSE,25.0499501,492.8373475,NA,NA,NA,1,3
23,JO101,63.12998611,30.60890556,1600,1844,Circular,23,2,23,728,1994,FALSE,FALSE,NA,NA,12.49959999,122.710609,NA,NA,NA,1,3
5599,JO101,63.12998611,30.60890556,1600,1844,Circular,23,2,23,728,2007,TRUE,FALSE,FALSE,FALSE,13.4,141.0260942,NA,NA,NA,1,3
10520,JO101,63.12998611,30.60890556,1600,1844,Circular,23,2,23,728,2019,TRUE,FALSE,FALSE,FALSE,14.7,169.7166891,NA,NA,NA,1,3
24,JO101,63.12998611,30.60890556,1600,1844,Circular,24,2,24,2034,1994,FALSE,FALSE,NA,NA,17.79887637,248.8141382,NA,NA,NA,1,3
5600,JO101,63.12998611,30.60890556,1600,1844,Circular,24,2,24,2034,2007,FALSE,FALSE,NA,NA,19.0446843,284.8639139,NA,NA,NA,1,3
10521,JO101,63.12998611,30.60890556,1600,1844,Circular,24,2,24,2034,2019,FALSE,FALSE,FALSE,FALSE,20.08780725,316.9238669,NA,NA,NA,1,3
25,JO101,63.12998611,30.60890556,1600,1844,Circular,25,5,23,1899,1994,FALSE,TRUE,NA,NA,16.4,211.24069,NA,NA,NA,5,3
5601,JO101,63.12998611,30.60890556,1600,1844,Circular,25,5,23,1899,2007,TRUE,TRUE,FALSE,TRUE,15.9,198.5565097,NA,NA,NA,3,3
10522,JO101,63.12998611,30.60890556,1600,1844,Circular,25,5,23,1899,2019,TRUE,TRUE,FALSE,TRUE,15.9,198.5565097,NA,NA,NA,3,3
26,JO101,63.12998611,30.60890556,1600,1844,Circular,26,2,25,790,1994,FALSE,TRUE,NA,NA,17.2,232.3521927,NA,NA,NA,5,3
27,JO101,63.12998611,30.60890556,1600,1844,Circular,27,2,17,820,1994,FALSE,TRUE,NA,NA,14,153.93804,NA,NA,NA,5,3
28,JO101,63.12998611,30.60890556,1600,1844,Circular,28,2,21,260,1994,FALSE,TRUE,NA,FALSE,8.594765849,58.01736233,NA,NA,NA,3,3
5602,JO101,63.12998611,30.60890556,1600,1844,Circular,28,2,21,260,2007,FALSE,TRUE,NA,NA,7.749838708,47.17101369,NA,NA,NA,3,3
10523,JO101,63.12998611,30.60890556,1600,1844,Circular,28,2,21,260,2019,TRUE,TRUE,FALSE,TRUE,7.749838708,47.17101369,NA,NA,NA,3,3
29,JO101,63.12998611,30.60890556,1600,1844,Circular,29,2,26,184,1994,FALSE,TRUE,NA,FALSE,11.74989362,108.4320704,NA,NA,NA,3,3
5603,JO101,63.12998611,30.60890556,1600,1844,Circular,29,2,26,184,2007,FALSE,TRUE,NA,NA,11.59827573,105.6517609,NA,NA,NA,3,3
10524,JO101,63.12998611,30.60890556,1600,1844,Circular,29,2,26,184,2019,TRUE,TRUE,FALSE,TRUE,11.59827573,105.6517609,NA,NA,NA,3,3
30,JO101,63.12998611,30.60890556,1600,1844,Circular,30,2,33,498,1994,FALSE,TRUE,NA,NA,15,176.7145868,NA,NA,NA,5,3
31,JO101,63.12998611,30.60890556,1600,1844,Circular,31,2,33,2256,1994,TRUE,FALSE,NA,FALSE,9.928746144,77.42455095,85,75,NA,1,3
5604,JO101,63.12998611,30.60890556,1600,1844,Circular,31,2,33,2256,2007,FALSE,TRUE,NA,NA,10.06826698,79.61581182,NA,NA,NA,3,3
10525,JO101,63.12998611,30.60890556,1600,1844,Circular,31,2,33,2256,2019,TRUE,TRUE,TRUE,FALSE,10.06826698,79.61581182,NA,NA,NA,3,3
32,JO101,63.12998611,30.60890556,1600,1844,Circular,32,2,34,2065,1994,FALSE,FALSE,NA,NA,23.79243577,444.5981923,197,36,NA,1,3
5605,JO101,63.12998611,30.60890556,1600,1844,Circular,32,2,34,2065,2007,FALSE,FALSE,NA,NA,24.74146317,480.7736317,195,44,NA,1,3
10526,JO101,63.12998611,30.60890556,1600,1844,Circular,32,2,34,2065,2019,FALSE,FALSE,FALSE,FALSE,25.54603687,512.5508414,207,40,202.5,1,3
33,JO101,63.12998611,30.60890556,1600,1844,Circular,33,2,33,1259,1994,FALSE,FALSE,NA,NA,6.349803147,31.66725395,NA,NA,NA,1,3
5606,JO101,63.12998611,30.60890556,1600,1844,Circular,33,2,33,1259,2007,TRUE,FALSE,FALSE,FALSE,6.348228099,31.65154598,NA,NA,NA,1,3
10527,JO101,63.12998611,30.60890556,1600,1844,Circular,33,2,33,1259,2019,TRUE,TRUE,FALSE,TRUE,5.9,27.33971007,NA,NA,NA,3,3
34,JO101,63.12998611,30.60890556,1600,1844,Circular,34,1,38,1017,1994,FALSE,FALSE,NA,NA,25.34876723,504.6654439,NA,NA,NA,1,3
5607,JO101,63.12998611,30.60890556,1600,1844,Circular,34,1,38,1017,2007,FALSE,FALSE,NA,NA,26.49830183,551.4751744,NA,NA,NA,1,3
10528,JO101,63.12998611,30.60890556,1600,1844,Circular,34,1,38,1017,2019,FALSE,FALSE,FALSE,FALSE,27.89982079,611.3539304,NA,NA,NA,1,3
35,JO101,63.12998611,30.60890556,1600,1844,Circular,35,1,39,2064,1994,FALSE,FALSE,NA,NA,37.14592844,1083.708094,NA,NA,NA,1,3
5608,JO101,63.12998611,30.60890556,1600,1844,Circular,35,1,39,2064,2007,FALSE,FALSE,NA,NA,39.69382824,1237.473346,NA,NA,NA,1,3
10529,JO101,63.12998611,30.60890556,1600,1844,Circular,35,1,39,2064,2019,FALSE,FALSE,FALSE,FALSE,41.19951456,1333.134843,NA,NA,NA,1,3
36,JO101,63.12998611,30.60890556,1600,1844,Circular,36,2,40,2211,1994,FALSE,FALSE,NA,NA,34.99571402,961.8771307,248,45,NA,1,3
5609,JO101,63.12998611,30.60890556,1600,1844,Circular,36,2,40,2211,2007,FALSE,FALSE,NA,NA,35.93869781,1014.412414,253,50,NA,1,3
10530,JO101,63.12998611,30.60890556,1600,1844,Circular,36,2,40,2211,2019,FALSE,FALSE,FALSE,FALSE,37.39384976,1098.222252,265,71.5,185,1,3
37,JO101,63.12998611,30.60890556,1600,1844,Circular,37,3,25,1980,1994,FALSE,TRUE,NA,NA,12,113.0973355,NA,NA,NA,5,3
38,JO101,63.12998611,30.60890556,1600,1844,Circular,38,3,41,789,1994,FALSE,FALSE,NA,NA,18.54939352,270.2398001,220,146,NA,1,3
5610,JO101,63.12998611,30.60890556,1600,1844,Circular,38,3,41,789,2007,TRUE,TRUE,FALSE,TRUE,17.9,251.6494255,NA,NA,NA,3,3
10531,JO101,63.12998611,30.60890556,1600,1844,Circular,38,3,41,789,2019,TRUE,TRUE,FALSE,TRUE,17.9,251.6494255,NA,NA,NA,3,3
39,JO101,63.12998611,30.60890556,1600,1844,Circular,39,1,42,688,1994,FALSE,FALSE,NA,NA,35.26811591,976.9096516,NA,NA,NA,1,3
5611,JO101,63.12998611,30.60890556,1600,1844,Circular,39,1,42,688,2007,FALSE,FALSE,NA,NA,36.79836953,1063.523361,NA,NA,NA,1,3
10532,JO101,63.12998611,30.60890556,1600,1844,Circular,39,1,42,688,2019,FALSE,FALSE,FALSE,FALSE,38.39531221,1157.833972,NA,NA,NA,1,3
40,JO101,63.12998611,30.60890556,1600,1844,Circular,40,2,49,2094,1994,FALSE,FALSE,NA,NA,10.09950494,80.11061267,NA,NA,NA,1,3
5612,JO101,63.12998611,30.60890556,1600,1844,Circular,40,2,49,2094,2007,FALSE,FALSE,NA,NA,10.39951922,84.94081137,NA,NA,NA,1,3
10533,JO101,63.12998611,30.60890556,1600,1844,Circular,40,2,49,2094,2019,FALSE,FALSE,FALSE,FALSE,11.04988688,95.89711575,NA,NA,NA,1,3
41,JO101,63.12998611,30.60890556,1600,1844,Circular,41,2,51,1935,1994,FALSE,FALSE,NA,NA,7.049822693,39.03428872,NA,NA,NA,1,3
5613,JO101,63.12998611,30.60890556,1600,1844,Circular,41,2,51,1935,2007,TRUE,TRUE,FALSE,TRUE,6.6,34.211944,NA,NA,NA,3,3
10534,JO101,63.12998611,30.60890556,1600,1844,Circular,41,2,51,1935,2019,TRUE,TRUE,FALSE,TRUE,6.6,34.211944,NA,NA,NA,3,3
42,JO101,63.12998611,30.60890556,1600,1844,Circular,42,3,52,1740,1994,TRUE,TRUE,NA,FALSE,14.49689622,165.059278,NA,NA,NA,3,3
43,JO101,63.12998611,30.60890556,1600,1844,Circular,43,2,52,1445,1994,FALSE,FALSE,NA,NA,17.59971591,243.2770811,NA,NA,NA,1,3
5614,JO101,63.12998611,30.60890556,1600,1844,Circular,43,2,52,1445,2007,FALSE,FALSE,NA,NA,19.54686676,300.0849303,NA,NA,NA,1,3
10535,JO101,63.12998611,30.60890556,1600,1844,Circular,43,2,52,1445,2019,FALSE,FALSE,FALSE,FALSE,21.24288116,354.4187752,NA,NA,NA,1,3
44,JO101,63.12998611,30.60890556,1600,1844,Circular,44,1,52,1410,1994,TRUE,TRUE,NA,FALSE,0,0,NA,NA,NA,3,3
45,JO101,63.12998611,30.60890556,1600,1844,Circular,45,2,54,1127,1994,FALSE,FALSE,NA,NA,9.5,70.88218425,NA,NA,NA,1,3
5615,JO101,63.12998611,30.60890556,1600,1844,Circular,45,2,54,1127,2007,FALSE,TRUE,NA,NA,9.249864864,67.19866686,NA,NA,NA,3,3
10536,JO101,63.12998611,30.60890556,1600,1844,Circular,45,2,54,1127,2019,TRUE,TRUE,FALSE,TRUE,9.249864864,67.19866686,NA,NA,NA,3,3
46,JO101,63.12998611,30.60890556,1600,1844,Circular,46,2,53,1869,1994,FALSE,FALSE,NA,NA,8.190238092,52.6845088,77,35,NA,1,3
5616,JO101,63.12998611,30.60890556,1600,1844,Circular,46,2,53,1869,2007,FALSE,FALSE,NA,NA,8.048602363,50.87809302,83,39,NA,1,3
10537,JO101,63.12998611,30.60890556,1600,1844,Circular,46,2,53,1869,2019,FALSE,FALSE,FALSE,FALSE,8.548684109,57.39689778,92,52.5,120,1,3
47,JO101,63.12998611,30.60890556,1600,1844,Circular,47,1,56,1309,1994,FALSE,FALSE,NA,NA,30.94672842,752.1758211,NA,NA,NA,1,3
5617,JO101,63.12998611,30.60890556,1600,1844,Circular,47,1,56,1309,2007,FALSE,FALSE,NA,NA,32.39614175,824.2832265,NA,NA,NA,1,3
10538,JO101,63.12998611,30.60890556,1600,1844,Circular,47,1,56,1309,2019,FALSE,FALSE,FALSE,FALSE,32.74354898,842.0567869,NA,NA,NA,1,3
48,JO101,63.12998611,30.60890556,1600,1844,Circular,48,2,57,2057,1994,FALSE,FALSE,NA,NA,6.799264666,36.30895709,NA,NA,NA,1,3
5618,JO101,63.12998611,30.60890556,1600,1844,Circular,48,2,57,2057,2007,TRUE,FALSE,FALSE,FALSE,6.649812027,34.73030679,NA,NA,NA,1,3
10539,JO101,63.12998611,30.60890556,1600,1844,Circular,48,2,57,2057,2019,TRUE,TRUE,TRUE,FALSE,6.69925369,35.24866957,NA,NA,NA,3,3
49,JO101,63.12998611,30.60890556,1600,1844,Circular,49,2,58,2207,1994,FALSE,FALSE,NA,NA,7.29725976,41.8224522,NA,NA,NA,1,3
5619,JO101,63.12998611,30.60890556,1600,1844,Circular,49,2,58,2207,2007,TRUE,FALSE,FALSE,FALSE,7.299315036,41.84601415,NA,NA,NA,1,3
10540,JO101,63.12998611,30.60890556,1600,1844,Circular,49,2,58,2207,2019,FALSE,FALSE,FALSE,FALSE,7.299315036,41.84601415,NA,NA,NA,1,3
50,JO101,63.12998611,30.60890556,1600,1844,Circular,50,2,58,2110,1994,FALSE,FALSE,NA,NA,8.846468222,61.46526027,NA,NA,NA,1,3
5620,JO101,63.12998611,30.60890556,1600,1844,Circular,50,2,58,2110,2007,FALSE,FALSE,NA,NA,9.446692543,70.0889321,NA,NA,NA,1,3
10541,JO101,63.12998611,30.60890556,1600,1844,Circular,50,2,58,2110,2019,TRUE,TRUE,FALSE,TRUE,10.5,86.59014751,NA,NA,NA,3,3
51,JO101,63.12998611,30.60890556,1600,1844,Circular,51,2,60,1200,1994,FALSE,FALSE,NA,NA,21.09786719,349.5964305,NA,NA,NA,1,3
5621,JO101,63.12998611,30.60890556,1600,1844,Circular,51,2,60,1200,2007,FALSE,FALSE,NA,NA,22.54062998,399.0450989,NA,NA,NA,1,3
10542,JO101,63.12998611,30.60890556,1600,1844,Circular,51,2,60,1200,2019,FALSE,FALSE,FALSE,FALSE,24.03122968,453.5674394,NA,NA,NA,1,3
52,JO101,63.12998611,30.60890556,1600,1844,Circular,52,2,54,465,1994,TRUE,TRUE,NA,FALSE,0,0,NA,NA,NA,5,3
53,JO101,63.12998611,30.60890556,1600,1844,Circular,53,2,64,883,1994,FALSE,FALSE,NA,NA,7.249827584,41.28052747,NA,NA,NA,1,3
5622,JO101,63.12998611,30.60890556,1600,1844,Circular,53,2,64,883,2007,FALSE,TRUE,NA,NA,6.849817516,36.85088183,NA,NA,NA,3,3
10543,JO101,63.12998611,30.60890556,1600,1844,Circular,53,2,64,883,2019,TRUE,TRUE,FALSE,TRUE,6.849817516,36.85088183,NA,NA,NA,3,3
54,JO101,63.12998611,30.60890556,1600,1844,Circular,54,1,65,1318,1994,FALSE,FALSE,NA,NA,46.40474114,1691.276405,294,190,NA,1,3
5623,JO101,63.12998611,30.60890556,1600,1844,Circular,54,1,65,1318,2007,FALSE,FALSE,NA,NA,48.86685994,1875.507252,288,201,NA,1,3
10544,JO101,63.12998611,30.60890556,1600,1844,Circular,54,1,65,1318,2019,FALSE,FALSE,FALSE,FALSE,51.1,2050.839538,303,204,390,1,3
55,JO101,63.12998611,30.60890556,1600,1844,Circular,55,2,67,1540,1994,FALSE,FALSE,NA,NA,14.74923727,170.8555165,NA,NA,NA,1,3
5624,JO101,63.12998611,30.60890556,1600,1844,Circular,55,2,67,1540,2007,FALSE,FALSE,NA,NA,15.69872606,193.5613774,NA,NA,NA,1,3
10545,JO101,63.12998611,30.60890556,1600,1844,Circular,55,2,67,1540,2019,FALSE,FALSE,FALSE,FALSE,16.39878044,211.2092741,NA,NA,NA,1,3
56,JO101,63.12998611,30.60890556,1600,1844,Circular,56,2,67,1920,1994,FALSE,FALSE,NA,NA,14.14920492,157.2367123,NA,NA,NA,1,3
5625,JO101,63.12998611,30.60890556,1600,1844,Circular,56,2,67,1920,2007,FALSE,FALSE,NA,NA,15.13604968,179.9347192,NA,NA,NA,1,3
10546,JO101,63.12998611,30.60890556,1600,1844,Circular,56,2,67,1920,2019,FALSE,FALSE,FALSE,FALSE,16.34074662,209.7170176,NA,NA,NA,1,3
57,JO101,63.12998611,30.60890556,1600,1844,Circular,57,2,71,1284,1994,FALSE,FALSE,NA,NA,19.13530768,287.5813915,NA,NA,NA,1,3
5626,JO101,63.12998611,30.60890556,1600,1844,Circular,57,2,71,1284,2007,FALSE,FALSE,NA,NA,20.52802962,330.9667861,NA,NA,NA,1,3
10547,JO101,63.12998611,30.60890556,1600,1844,Circular,57,2,71,1284,2019,FALSE,FALSE,FALSE,FALSE,21.42428529,360.497757,NA,NA,NA,1,3
58,JO101,63.12998611,30.60890556,1600,1844,Circular,58,5,71,794,1994,FALSE,TRUE,NA,NA,12.5,122.718463,NA,NA,NA,3,3
59,JO101,63.12998611,30.60890556,1600,1844,Circular,59,2,72,487,1994,TRUE,TRUE,NA,FALSE,26.09693469,534.8954192,NA,NA,NA,5,3
5627,JO101,63.12998611,30.60890556,1600,1844,Circular,59,2,72,487,2007,FALSE,FALSE,NA,NA,27.54450943,595.8815866,NA,NA,NA,1,3
10548,JO101,63.12998611,30.60890556,1600,1844,Circular,59,2,72,487,2019,FALSE,FALSE,FALSE,FALSE,28.99155049,660.1350103,NA,NA,NA,1,3
60,JO101,63.12998611,30.60890556,1600,1844,Circular,60,5,80,484,1994,TRUE,TRUE,NA,FALSE,14.3,160.6060704,NA,NA,NA,5,3
5628,JO101,63.12998611,30.60890556,1600,1844,Circular,60,5,80,484,2007,TRUE,TRUE,FALSE,TRUE,12.5,122.718463,NA,NA,NA,3,3
10549,JO101,63.12998611,30.60890556,1600,1844,Circular,60,5,80,484,2019,TRUE,TRUE,FALSE,TRUE,12.5,122.718463,NA,NA,NA,3,3
61,JO101,63.12998611,30.60890556,1600,1844,Circular,61,1,76,1093,1994,TRUE,TRUE,NA,TRUE,11.09954954,96.76105373,NA,NA,NA,3,3
5629,JO101,63.12998611,30.60890556,1600,1844,Circular,61,1,76,1093,2007,TRUE,TRUE,FALSE,TRUE,11.1,96.76890771,NA,NA,NA,3,3
10550,JO101,63.12998611,30.60890556,1600,1844,Circular,61,1,76,1093,2019,TRUE,TRUE,FALSE,TRUE,11.1,96.76890771,NA,NA,NA,3,3
62,JO101,63.12998611,30.60890556,1600,1844,Circular,62,1,81,1364,1994,FALSE,FALSE,NA,NA,31.44900634,776.7901995,NA,NA,NA,1,3
5630,JO101,63.12998611,30.60890556,1600,1844,Circular,62,1,81,1364,2007,FALSE,FALSE,NA,NA,32.7961888,844.7664106,NA,NA,NA,1,3
