,site,latitude,longitude,site_area,year_of_origin,site_shape,tree,species,angle,radius,year,has_any_damage,dead,snag,log,dbh,ba,height,crown_height,crown_width,category,site_type
6274,JO144,62.71630278,30.36538056,900,1896,Circular,89,2,147,610,2007,FALSE,TRUE,NA,NA,7.549834435,44.76769531,NA,NA,NA,3,3
11202,JO144,62.71630278,30.36538056,900,1896,Circular,89,2,147,610,2019,TRUE,TRUE,TRUE,FALSE,7.549834435,44.76769531,NA,NA,NA,3,3
836,JO144,62.71630278,30.36538056,900,1896,Circular,90,2,152,605,1996,FALSE,FALSE,NA,NA,14.6,167.4154725,NA,NA,NA,1,3
6275,JO144,62.71630278,30.36538056,900,1896,Circular,90,2,152,605,2007,TRUE,FALSE,FALSE,FALSE,15.19868415,181.4269757,NA,NA,NA,1,3
11203,JO144,62.71630278,30.36538056,900,1896,Circular,90,2,152,605,2019,TRUE,FALSE,FALSE,FALSE,16.48514483,213.4398049,NA,NA,NA,1,3
837,JO144,62.71630278,30.36538056,900,1896,Circular,91,2,152,1010,1996,FALSE,FALSE,NA,NA,22.9980434,415.4049426,NA,NA,NA,1,3
6276,JO144,62.71630278,30.36538056,900,1896,Circular,91,2,152,1010,2007,FALSE,FALSE,NA,NA,24.8499497,484.9990739,NA,NA,NA,1,3
11204,JO144,62.71630278,30.36538056,900,1896,Circular,91,2,152,1010,2019,FALSE,FALSE,FALSE,FALSE,28.24995575,626.7948583,NA,NA,NA,1,3
838,JO144,62.71630278,30.36538056,900,1896,Circular,92,2,154,1180,1996,FALSE,FALSE,NA,NA,13.14990494,135.8110504,NA,NA,NA,1,3
6277,JO144,62.71630278,30.36538056,900,1896,Circular,92,2,154,1180,2007,FALSE,TRUE,NA,NA,12.9,130.6981084,NA,NA,NA,3,3
11205,JO144,62.71630278,30.36538056,900,1896,Circular,92,2,154,1180,2019,TRUE,TRUE,TRUE,FALSE,12.9,130.6981084,NA,NA,NA,3,3
839,JO144,62.71630278,30.36538056,900,1896,Circular,93,2,154,1360,1996,FALSE,FALSE,NA,NA,25.54955968,512.6922131,NA,NA,NA,1,3
6278,JO144,62.71630278,30.36538056,900,1896,Circular,93,2,154,1360,2007,FALSE,FALSE,NA,NA,27.54777668,596.0229582,NA,NA,NA,1,3
11206,JO144,62.71630278,30.36538056,900,1896,Circular,93,2,154,1360,2019,FALSE,FALSE,FALSE,FALSE,30.59738551,735.2897606,NA,NA,NA,1,3
840,JO144,62.71630278,30.36538056,900,1896,Circular,94,2,155,1430,1996,FALSE,FALSE,NA,NA,13.94775968,152.7913587,NA,NA,NA,1,3
6279,JO144,62.71630278,30.36538056,900,1896,Circular,94,2,155,1430,2007,TRUE,FALSE,FALSE,FALSE,14.2,158.3676857,NA,NA,NA,1,3
11207,JO144,62.71630278,30.36538056,900,1896,Circular,94,2,155,1430,2019,TRUE,FALSE,FALSE,FALSE,14.39965277,162.8523092,NA,NA,NA,1,3
841,JO144,62.71630278,30.36538056,900,1896,Circular,95,2,162,1610,1996,FALSE,TRUE,NA,NA,4.9,18.8574099,NA,NA,NA,3,3
842,JO144,62.71630278,30.36538056,900,1896,Circular,96,2,161,1235,1996,FALSE,TRUE,NA,NA,11.5,103.8689071,NA,NA,NA,5,3
6280,JO144,62.71630278,30.36538056,900,1896,Circular,96,2,161,1235,2007,TRUE,TRUE,FALSE,TRUE,10.5,86.59014751,NA,NA,NA,3,3
11208,JO144,62.71630278,30.36538056,900,1896,Circular,96,2,161,1235,2019,TRUE,TRUE,FALSE,TRUE,10.5,86.59014751,NA,NA,NA,3,3
843,JO144,62.71630278,30.36538056,900,1896,Circular,97,3,165,630,1996,FALSE,FALSE,NA,NA,28.04959893,617.935567,257,169,NA,1,3
6281,JO144,62.71630278,30.36538056,900,1896,Circular,97,3,165,630,2007,TRUE,TRUE,FALSE,TRUE,28.24464551,626.5592388,NA,NA,NA,3,3
11209,JO144,62.71630278,30.36538056,900,1896,Circular,97,3,165,630,2019,TRUE,TRUE,FALSE,TRUE,28.24464551,626.5592388,NA,NA,NA,3,3
844,JO144,62.71630278,30.36538056,900,1896,Circular,98,2,166,650,1996,FALSE,TRUE,NA,NA,8.599418585,58.08019418,NA,NA,NA,3,3
6282,JO144,62.71630278,30.36538056,900,1896,Circular,98,2,166,650,2007,FALSE,TRUE,NA,NA,8.399404741,55.40984043,NA,NA,NA,3,3
11210,JO144,62.71630278,30.36538056,900,1896,Circular,98,2,166,650,2019,TRUE,TRUE,FALSE,TRUE,8.399404741,55.40984043,NA,NA,NA,3,3
845,JO144,62.71630278,30.36538056,900,1896,Circular,99,2,171,200,1996,FALSE,FALSE,NA,NA,14.84789547,173.1488791,NA,NA,NA,1,3
6283,JO144,62.71630278,30.36538056,900,1896,Circular,99,2,171,200,2007,FALSE,FALSE,NA,NA,15.5,188.6919088,NA,NA,NA,1,3
11211,JO144,62.71630278,30.36538056,900,1896,Circular,99,2,171,200,2019,FALSE,FALSE,FALSE,FALSE,17.04992669,228.3152461,NA,NA,NA,1,3
846,JO144,62.71630278,30.36538056,900,1896,Circular,100,2,167,1300,1996,FALSE,FALSE,NA,NA,23.04343724,417.0464248,NA,NA,NA,1,3
6284,JO144,62.71630278,30.36538056,900,1896,Circular,100,2,167,1300,2007,FALSE,FALSE,NA,NA,23.8947693,448.4309354,NA,NA,NA,1,3
11212,JO144,62.71630278,30.36538056,900,1896,Circular,100,2,167,1300,2019,FALSE,FALSE,FALSE,FALSE,25.64878165,516.6820358,NA,NA,NA,1,3
847,JO144,62.71630278,30.36538056,900,1896,Circular,101,1,172,1180,1996,FALSE,FALSE,NA,NA,20.94994033,344.7112539,227,160,NA,1,3
6285,JO144,62.71630278,30.36538056,900,1896,Circular,101,1,172,1180,2007,TRUE,FALSE,FALSE,FALSE,23.44866734,431.8433262,242,172,NA,1,3
11213,JO144,62.71630278,30.36538056,900,1896,Circular,101,1,172,1180,2019,TRUE,FALSE,FALSE,FALSE,25.4841127,510.0689832,263,195,192.5,1,3
848,JO144,62.71630278,30.36538056,900,1896,Circular,102,2,174,855,1996,FALSE,TRUE,NA,NA,9.649870465,73.13627698,NA,NA,NA,3,3
6286,JO144,62.71630278,30.36538056,900,1896,Circular,102,2,174,855,2007,TRUE,TRUE,FALSE,TRUE,9.5,70.88218425,NA,NA,NA,3,3
11214,JO144,62.71630278,30.36538056,900,1896,Circular,102,2,174,855,2019,TRUE,TRUE,FALSE,TRUE,9.5,70.88218425,NA,NA,NA,3,3
849,JO144,62.71630278,30.36538056,900,1896,Circular,103,2,174,710,1996,FALSE,FALSE,NA,NA,14.49137675,164.9336143,174,46,NA,1,3
6287,JO144,62.71630278,30.36538056,900,1896,Circular,103,2,174,710,2007,TRUE,TRUE,FALSE,TRUE,14.69455682,169.5910254,NA,NA,NA,3,3
11215,JO144,62.71630278,30.36538056,900,1896,Circular,103,2,174,710,2019,TRUE,TRUE,FALSE,TRUE,14.69455682,169.5910254,NA,NA,NA,3,3
850,JO144,62.71630278,30.36538056,900,1896,Circular,104,2,174,1090,1996,FALSE,FALSE,NA,NA,16.79970238,221.6629237,NA,NA,NA,1,3
6288,JO144,62.71630278,30.36538056,900,1896,Circular,104,2,174,1090,2007,FALSE,FALSE,NA,NA,16.99970588,226.9722152,NA,NA,NA,1,3
11216,JO144,62.71630278,30.36538056,900,1896,Circular,104,2,174,1090,2019,FALSE,FALSE,FALSE,FALSE,18.0930926,257.1079428,NA,NA,NA,1,3
851,JO144,62.71630278,30.36538056,900,1896,Circular,105,3,177,685,1996,FALSE,FALSE,NA,NA,18.09972375,257.2964383,NA,NA,NA,1,3
6289,JO144,62.71630278,30.36538056,900,1896,Circular,105,3,177,685,2007,TRUE,TRUE,FALSE,TRUE,18.19560386,260.0296239,NA,NA,NA,3,3
11217,JO144,62.71630278,30.36538056,900,1896,Circular,105,3,177,685,2019,TRUE,TRUE,FALSE,TRUE,18.19560386,260.0296239,NA,NA,NA,3,3
852,JO144,62.71630278,30.36538056,900,1896,Circular,106,2,178,1215,1996,FALSE,TRUE,NA,NA,9.19782583,66.44468462,NA,NA,NA,3,3
853,JO144,62.71630278,30.36538056,900,1896,Circular,106,2,178,1215,1996,FALSE,TRUE,NA,NA,0,0,70,NA,NA,5,3
6290,JO144,62.71630278,30.36538056,900,1896,Circular,106,2,178,1215,2007,TRUE,TRUE,FALSE,TRUE,8.44985207,56.07742887,NA,NA,NA,3,3
11218,JO144,62.71630278,30.36538056,900,1896,Circular,106,2,178,1215,2019,TRUE,TRUE,FALSE,TRUE,8.44985207,56.07742887,NA,NA,NA,3,3
854,JO144,62.71630278,30.36538056,900,1896,Circular,107,2,177,1445,1996,FALSE,TRUE,NA,NA,5.3,22.06183441,40,NA,NA,5,3
6291,JO144,62.71630278,30.36538056,900,1896,Circular,107,2,177,1445,2007,TRUE,TRUE,TRUE,FALSE,5,19.63495408,NA,NA,NA,3,3
11219,JO144,62.71630278,30.36538056,900,1896,Circular,107,2,177,1445,2019,TRUE,TRUE,FALSE,TRUE,5,19.63495408,NA,NA,NA,3,3
855,JO144,62.71630278,30.36538056,900,1896,Circular,108,2,178,1545,1996,FALSE,TRUE,NA,NA,9.3,67.92908715,80,NA,NA,5,3
6292,JO144,62.71630278,30.36538056,900,1896,Circular,108,2,178,1545,2007,TRUE,TRUE,TRUE,FALSE,8.8,60.82123377,NA,NA,NA,3,3
11220,JO144,62.71630278,30.36538056,900,1896,Circular,108,2,178,1545,2019,TRUE,TRUE,FALSE,TRUE,8.8,60.82123377,NA,NA,NA,3,3
856,JO144,62.71630278,30.36538056,900,1896,Circular,109,2,180,870,1996,FALSE,TRUE,NA,NA,11.99958333,113.0894815,NA,NA,NA,3,3
6293,JO144,62.71630278,30.36538056,900,1896,Circular,109,2,180,870,2007,FALSE,TRUE,NA,NA,11.94905854,112.1391498,NA,NA,NA,3,3
11221,JO144,62.71630278,30.36538056,900,1896,Circular,109,2,180,870,2019,TRUE,TRUE,TRUE,FALSE,11.94905854,112.1391498,NA,NA,NA,3,3
857,JO144,62.71630278,30.36538056,900,1896,Circular,110,2,180,780,1996,FALSE,TRUE,NA,NA,5.6,24.6300864,NA,NA,NA,3,3
6294,JO144,62.71630278,30.36538056,900,1896,Circular,110,2,180,780,2007,TRUE,TRUE,FALSE,TRUE,5.4,22.90221044,NA,NA,NA,3,3
11222,JO144,62.71630278,30.36538056,900,1896,Circular,110,2,180,780,2019,TRUE,TRUE,FALSE,TRUE,5.4,22.90221044,NA,NA,NA,3,3
858,JO144,62.71630278,30.36538056,900,1896,Circular,111,2,180,980,1996,FALSE,TRUE,NA,NA,5.8,26.42079422,50,NA,NA,5,3
6295,JO144,62.71630278,30.36538056,900,1896,Circular,111,2,180,980,2007,TRUE,TRUE,FALSE,TRUE,5.5,23.75829444,NA,NA,NA,3,3
11223,JO144,62.71630278,30.36538056,900,1896,Circular,111,2,180,980,2019,TRUE,TRUE,FALSE,TRUE,5.5,23.75829444,NA,NA,NA,3,3
859,JO144,62.71630278,30.36538056,900,1896,Circular,112,2,185,1100,1996,FALSE,TRUE,NA,NA,5.1,20.42820623,NA,NA,NA,3,3
6296,JO144,62.71630278,30.36538056,900,1896,Circular,112,2,185,1100,2007,TRUE,TRUE,TRUE,FALSE,5.1,20.42820623,NA,NA,NA,3,3
11224,JO144,62.71630278,30.36538056,900,1896,Circular,112,2,185,1100,2019,TRUE,TRUE,FALSE,TRUE,5.1,20.42820623,NA,NA,NA,3,3
860,JO144,62.71630278,30.36538056,900,1896,Circular,113,2,186,940,1996,FALSE,FALSE,NA,NA,18.04937672,255.8670137,179,78,NA,1,3
6297,JO144,62.71630278,30.36538056,900,1896,Circular,113,2,186,940,2007,TRUE,FALSE,FALSE,FALSE,18.19972527,260.1474337,174,76,NA,1,3
11225,JO144,62.71630278,30.36538056,900,1896,Circular,113,2,186,940,2019,FALSE,FALSE,FALSE,FALSE,19.29585448,292.4272982,186,101.5,210,1,3
861,JO144,62.71630278,30.36538056,900,1896,Circular,114,2,189,835,1996,FALSE,TRUE,NA,NA,6.948381106,37.91902333,NA,NA,NA,3,3
6298,JO144,62.71630278,30.36538056,900,1896,Circular,114,2,189,835,2007,FALSE,TRUE,NA,NA,6.8,36.31681108,NA,NA,NA,3,3
11226,JO144,62.71630278,30.36538056,900,1896,Circular,114,2,189,835,2019,TRUE,TRUE,FALSE,TRUE,6.8,36.31681108,NA,NA,NA,3,3
862,JO144,62.71630278,30.36538056,900,1896,Circular,115,2,189,1255,1996,FALSE,TRUE,NA,NA,13.8,149.5712262,72,NA,NA,5,3
6299,JO144,62.71630278,30.36538056,900,1896,Circular,115,2,189,1255,2007,TRUE,TRUE,FALSE,TRUE,12.9,130.6981084,NA,NA,NA,3,3
11227,JO144,62.71630278,30.36538056,900,1896,Circular,115,2,189,1255,2019,TRUE,TRUE,FALSE,TRUE,12.9,130.6981084,NA,NA,NA,3,3
863,JO144,62.71630278,30.36538056,900,1896,Circular,116,2,187,1320,1996,FALSE,TRUE,NA,NA,12.2,116.8986626,90,NA,NA,5,3
6300,JO144,62.71630278,30.36538056,900,1896,Circular,116,2,187,1320,2007,TRUE,TRUE,FALSE,TRUE,10.1,80.11846665,NA,NA,NA,3,3
11228,JO144,62.71630278,30.36538056,900,1896,Circular,116,2,187,1320,2019,TRUE,TRUE,FALSE,TRUE,10.1,80.11846665,NA,NA,NA,3,3
864,JO144,62.71630278,30.36538056,900,1896,Circular,117,3,190,405,1996,FALSE,FALSE,NA,NA,34.44183503,931.6707173,289,162,NA,1,3
6301,JO144,62.71630278,30.36538056,900,1896,Circular,117,3,190,405,2007,FALSE,FALSE,NA,NA,36.3422619,1037.322478,293,144,NA,1,3
11229,JO144,62.71630278,30.36538056,900,1896,Circular,117,3,190,405,2019,FALSE,FALSE,FALSE,FALSE,38.989614,1193.954434,309,179,327.5,1,3
865,JO144,62.71630278,30.36538056,900,1896,Circular,118,3,198,540,1996,FALSE,TRUE,NA,NA,7,38.48451001,110,NA,NA,5,3
6302,JO144,62.71630278,30.36538056,900,1896,Circular,118,3,198,540,2007,TRUE,TRUE,FALSE,TRUE,6.6,34.211944,NA,NA,NA,3,3
11230,JO144,62.71630278,30.36538056,900,1896,Circular,118,3,198,540,2019,TRUE,TRUE,FALSE,TRUE,6.6,34.211944,NA,NA,NA,3,3
866,JO144,62.71630278,30.36538056,900,1896,Circular,119,2,194,875,1996,FALSE,TRUE,NA,NA,11.3995614,102.0624913,NA,NA,NA,3,3
6303,JO144,62.71630278,30.36538056,900,1896,Circular,119,2,194,875,2007,FALSE,TRUE,NA,NA,11.29955751,100.2796375,NA,NA,NA,3,3
11231,JO144,62.71630278,30.36538056,900,1896,Circular,119,2,194,875,2019,TRUE,TRUE,FALSE,TRUE,11.29955751,100.2796375,NA,NA,NA,3,3
867,JO144,62.71630278,30.36538056,900,1896,Circular,120,3,191,1080,1996,FALSE,TRUE,NA,NA,8.8,60.82123377,13,0,NA,5,3
868,JO144,62.71630278,30.36538056,900,1896,Circular,121,2,192,1395,1996,FALSE,FALSE,NA,NA,8.249848483,53.454199,NA,NA,NA,1,3
6304,JO144,62.71630278,30.36538056,900,1896,Circular,121,2,192,1395,2007,FALSE,FALSE,NA,NA,8.348652586,54.74225199,NA,NA,NA,1,3
11232,JO144,62.71630278,30.36538056,900,1896,Circular,121,2,192,1395,2019,TRUE,TRUE,FALSE,TRUE,8.6,58.08804816,NA,NA,NA,3,3
869,JO144,62.71630278,30.36538056,900,1896,Circular,122,2,196,1390,1996,FALSE,TRUE,NA,NA,5.244044241,21.59844949,NA,NA,NA,3,3
6305,JO144,62.71630278,30.36538056,900,1896,Circular,122,2,196,1390,2007,FALSE,TRUE,NA,NA,5.34976635,22.47809544,NA,NA,NA,3,3
11233,JO144,62.71630278,30.36538056,900,1896,Circular,122,2,196,1390,2019,TRUE,TRUE,FALSE,TRUE,5.34976635,22.47809544,NA,NA,NA,3,3
870,JO144,62.71630278,30.36538056,900,1896,Circular,123,2,197,1050,1996,FALSE,TRUE,NA,NA,8.2,52.81017251,NA,NA,NA,3,3
6306,JO144,62.71630278,30.36538056,900,1896,Circular,123,2,197,1050,2007,FALSE,TRUE,NA,NA,7.6498366,45.96150052,NA,NA,NA,3,3
11234,JO144,62.71630278,30.36538056,900,1896,Circular,123,2,197,1050,2019,TRUE,TRUE,FALSE,TRUE,7.6498366,45.96150052,NA,NA,NA,3,3
871,JO144,62.71630278,30.36538056,900,1896,Circular,124,2,199,1290,1996,FALSE,TRUE,NA,NA,7.549834435,44.76769531,NA,NA,NA,3,3
6307,JO144,62.71630278,30.36538056,900,1896,Circular,124,2,199,1290,2007,FALSE,TRUE,NA,NA,7.399324293,43.00054945,NA,NA,NA,3,3
11235,JO144,62.71630278,30.36538056,900,1896,Circular,124,2,199,1290,2019,TRUE,TRUE,FALSE,TRUE,7.399324293,43.00054945,NA,NA,NA,3,3
872,JO144,62.71630278,30.36538056,900,1896,Circular,125,2,199,1240,1996,FALSE,TRUE,NA,NA,5.34976635,22.47809544,NA,NA,NA,3,3
6308,JO144,62.71630278,30.36538056,900,1896,Circular,125,2,199,1240,2007,FALSE,TRUE,NA,NA,5.049752469,20.02765317,NA,NA,NA,3,3
11236,JO144,62.71630278,30.36538056,900,1896,Circular,125,2,199,1240,2019,TRUE,TRUE,FALSE,TRUE,5.049752469,20.02765317,NA,NA,NA,3,3
873,JO144,62.71630278,30.36538056,900,1896,Circular,126,2,203,920,1996,FALSE,TRUE,NA,NA,8.5,56.74501731,NA,NA,NA,3,3
6309,JO144,62.71630278,30.36538056,900,1896,Circular,126,2,203,920,2007,TRUE,TRUE,TRUE,FALSE,8.349850298,54.75795995,NA,NA,NA,3,3
11237,JO144,62.71630278,30.36538056,900,1896,Circular,126,2,203,920,2019,TRUE,TRUE,FALSE,TRUE,8.349850298,54.75795995,NA,NA,NA,3,3
874,JO144,62.71630278,30.36538056,900,1896,Circular,127,2,204,1150,1996,FALSE,FALSE,NA,NA,19.59770395,301.6478726,NA,NA,NA,1,3
6310,JO144,62.71630278,30.36538056,900,1896,Circular,127,2,204,1150,2007,FALSE,FALSE,NA,NA,21.94857626,378.3577112,NA,NA,NA,1,3
11238,JO144,62.71630278,30.36538056,900,1896,Circular,127,2,204,1150,2019,FALSE,FALSE,FALSE,FALSE,25.14159899,496.4501791,NA,NA,NA,1,3
875,JO144,62.71630278,30.36538056,900,1896,Circular,128,3,205,720,1996,FALSE,TRUE,NA,NA,9,63.61725124,30,NA,NA,5,3
876,JO144,62.71630278,30.36538056,900,1896,Circular,129,2,205,1480,1996,FALSE,FALSE,NA,NA,17.9,251.6494255,NA,NA,NA,1,3
6311,JO144,62.71630278,30.36538056,900,1896,Circular,129,2,205,1480,2007,FALSE,FALSE,NA,NA,19.69974619,304.7973193,NA,NA,NA,1,3
11239,JO144,62.71630278,30.36538056,900,1896,Circular,129,2,205,1480,2019,FALSE,FALSE,FALSE,FALSE,21.74948275,371.5247472,NA,NA,NA,1,3
877,JO144,62.71630278,30.36538056,900,1896,Circular,130,2,206,1300,1996,FALSE,FALSE,NA,NA,19.79595918,307.7818323,NA,NA,NA,1,3
6312,JO144,62.71630278,30.36538056,900,1896,Circular,130,2,206,1300,2007,FALSE,FALSE,NA,NA,21.14710382,351.2300587,NA,NA,NA,1,3
11240,JO144,62.71630278,30.36538056,900,1896,Circular,130,2,206,1300,2019,FALSE,FALSE,FALSE,FALSE,23.34566341,428.057707,NA,NA,NA,1,3
878,JO144,62.71630278,30.36538056,900,1896,Circular,131,2,210,1025,1996,FALSE,FALSE,NA,NA,22.09434317,383.3999674,201,49,NA,1,3
6313,JO144,62.71630278,30.36538056,900,1896,Circular,131,2,210,1025,2007,FALSE,FALSE,NA,NA,23.69810119,441.0796086,206,57,NA,1,3
11241,JO144,62.71630278,30.36538056,900,1896,Circular,131,2,210,1025,2019,FALSE,FALSE,FALSE,FALSE,26.14765764,536.9767243,229,77,200,1,3
879,JO144,62.71630278,30.36538056,900,1896,Circular,132,2,211,1570,1996,FALSE,TRUE,NA,NA,0,0,NA,NA,NA,3,3
880,JO144,62.71630278,30.36538056,900,1896,Circular,133,2,215,1395,1996,FALSE,FALSE,NA,NA,6.099180273,29.21681168,61,39,NA,1,3
6314,JO144,62.71630278,30.36538056,900,1896,Circular,133,2,215,1395,2007,TRUE,TRUE,TRUE,FALSE,5.9,27.33971007,NA,NA,NA,3,3
11242,JO144,62.71630278,30.36538056,900,1896,Circular,133,2,215,1395,2019,TRUE,TRUE,FALSE,TRUE,5.9,27.33971007,NA,NA,NA,3,3
881,JO144,62.71630278,30.36538056,900,1896,Circular,134,2,216,1080,1996,FALSE,TRUE,NA,NA,5.2,21.23716634,NA,NA,NA,3,3
6315,JO144,62.71630278,30.36538056,900,1896,Circular,134,2,216,1080,2007,TRUE,TRUE,TRUE,FALSE,4.74341649,17.67145868,NA,NA,NA,3,3
11243,JO144,62.71630278,30.36538056,900,1896,Circular,134,2,216,1080,2019,TRUE,TRUE,FALSE,TRUE,4.74341649,17.67145868,NA,NA,NA,3,3
882,JO144,62.71630278,30.36538056,900,1896,Circular,135,2,216,945,1996,FALSE,TRUE,NA,NA,5.047771786,20.0119452,NA,NA,NA,3,3
6316,JO144,62.71630278,30.36538056,900,1896,Circular,135,2,216,945,2007,TRUE,TRUE,FALSE,TRUE,4.749736835,17.71858257,NA,NA,NA,3,3
11244,JO144,62.71630278,30.36538056,900,1896,Circular,135,2,216,945,2019,TRUE,TRUE,FALSE,TRUE,4.749736835,17.71858257,NA,NA,NA,3,3
883,JO144,62.71630278,30.36538056,900,1896,Circular,136,2,216,820,1996,FALSE,FALSE,NA,NA,13.94919353,152.8227746,NA,NA,NA,1,3
6317,JO144,62.71630278,30.36538056,900,1896,Circular,136,2,216,820,2007,FALSE,FALSE,NA,NA,15.14991749,180.2645865,NA,NA,NA,1,3
11245,JO144,62.71630278,30.36538056,900,1896,Circular,136,2,216,820,2019,FALSE,FALSE,FALSE,FALSE,16.89260193,224.1212199,NA,NA,NA,1,3
884,JO144,62.71630278,30.36538056,900,1896,Circular,137,3,219,1000,1996,FALSE,TRUE,NA,NA,6.099180273,29.21681168,NA,NA,NA,3,3
885,JO144,62.71630278,30.36538056,900,1896,Circular,138,3,221,335,1996,FALSE,FALSE,NA,NA,18.66145761,273.5149104,216,117,NA,1,3
6318,JO144,62.71630278,30.36538056,900,1896,Circular,138,3,221,335,2007,FALSE,FALSE,NA,NA,20.56501884,332.1605913,228,136,NA,1,3
11246,JO144,62.71630278,30.36538056,900,1896,Circular,138,3,221,335,2019,FALSE,FALSE,FALSE,FALSE,22.31501736,391.0968694,228,160,272.5,1,3
886,JO144,62.71630278,30.36538056,900,1896,Circular,139,3,224,420,1996,FALSE,TRUE,NA,NA,0,0,NA,NA,NA,3,3
887,JO144,62.71630278,30.36538056,900,1896,Circular,140,2,227,555,1996,FALSE,TRUE,NA,NA,5.9,27.33971007,160,NA,NA,5,3
888,JO144,62.71630278,30.36538056,900,1896,Circular,141,2,228,980,1996,FALSE,FALSE,NA,NA,9.9979998,78.50840041,NA,NA,NA,1,3
6319,JO144,62.71630278,30.36538056,900,1896,Circular,141,2,228,980,2007,FALSE,TRUE,NA,NA,9.595311355,72.3116089,NA,NA,NA,3,3
11247,JO144,62.71630278,30.36538056,900,1896,Circular,141,2,228,980,2019,TRUE,TRUE,TRUE,FALSE,9.595311355,72.3116089,NA,NA,NA,3,3
889,JO144,62.71630278,30.36538056,900,1896,Circular,142,2,228,1600,1996,FALSE,FALSE,NA,NA,4.949747468,19.242255,NA,NA,NA,1,3
6320,JO144,62.71630278,30.36538056,900,1896,Circular,142,2,228,1600,2007,FALSE,FALSE,NA,NA,5.2,21.23716634,NA,NA,NA,1,3
11248,JO144,62.71630278,30.36538056,900,1896,Circular,142,2,228,1600,2019,FALSE,FALSE,FALSE,FALSE,6.745368782,35.73561643,NA,NA,NA,1,3
890,JO144,62.71630278,30.36538056,900,1896,Circular,143,2,229,1190,1996,FALSE,FALSE,NA,NA,15.14001321,180.028967,147,61,NA,1,3
6321,JO144,62.71630278,30.36538056,900,1896,Circular,143,2,229,1190,2007,FALSE,FALSE,NA,NA,16.14063196,204.6119295,163,73,NA,1,3
11249,JO144,62.71630278,30.36538056,900,1896,Circular,143,2,229,1190,2019,FALSE,FALSE,FALSE,FALSE,17.93432463,252.6154653,182,87,192.5,1,3
891,JO144,62.71630278,30.36538056,900,1896,Circular,144,2,231,825,1996,FALSE,FALSE,NA,NA,10.84896308,92.44136383,NA,NA,NA,1,3
6322,JO144,62.71630278,30.36538056,900,1896,Circular,144,2,231,825,2007,FALSE,TRUE,NA,NA,10.4995238,86.58229353,NA,NA,NA,3,3
11250,JO144,62.71630278,30.36538056,900,1896,Circular,144,2,231,825,2019,TRUE,TRUE,FALSE,TRUE,10.4995238,86.58229353,NA,NA,NA,3,3
892,JO144,62.71630278,30.36538056,900,1896,Circular,145,2,233,715,1996,FALSE,FALSE,NA,NA,17.04406055,228.1581665,NA,NA,NA,1,3
6323,JO144,62.71630278,30.36538056,900,1896,Circular,145,2,233,715,2007,FALSE,FALSE,NA,NA,18.44180035,267.1139154,NA,NA,NA,1,3
11251,JO144,62.71630278,30.36538056,900,1896,Circular,145,2,233,715,2019,FALSE,FALSE,FALSE,FALSE,19.83935483,309.1327171,NA,NA,NA,1,3
893,JO144,62.71630278,30.36538056,900,1896,Circular,146,3,233,1085,1996,FALSE,FALSE,NA,NA,16.69251329,218.8433442,NA,NA,NA,1,3
6324,JO144,62.71630278,30.36538056,900,1896,Circular,146,3,233,1085,2007,TRUE,TRUE,FALSE,TRUE,16.58071169,215.9216631,NA,NA,NA,3,3
11252,JO144,62.71630278,30.36538056,900,1896,Circular,146,3,233,1085,2019,TRUE,TRUE,FALSE,TRUE,16.58071169,215.9216631,NA,NA,NA,3,3
894,JO144,62.71630278,30.36538056,900,1896,Circular,147,2,236,1160,1996,FALSE,TRUE,NA,NA,8,50.26548246,45,NA,NA,5,3
6325,JO144,62.71630278,30.36538056,900,1896,Circular,147,2,236,1160,2007,TRUE,TRUE,FALSE,TRUE,6.5,33.1830724,NA,NA,NA,3,3
11253,JO144,62.71630278,30.36538056,900,1896,Circular,147,2,236,1160,2019,TRUE,TRUE,FALSE,TRUE,6.5,33.1830724,NA,NA,NA,3,3
895,JO144,62.71630278,30.36538056,900,1896,Circular,148,2,238,1090,1996,FALSE,TRUE,NA,NA,7.899367063,49.0088454,NA,NA,NA,3,3
6326,JO144,62.71630278,30.36538056,900,1896,Circular,148,2,238,1090,2007,FALSE,TRUE,NA,NA,7.64852927,45.94579256,NA,NA,NA,3,3
11254,JO144,62.71630278,30.36538056,900,1896,Circular,148,2,238,1090,2019,TRUE,TRUE,FALSE,TRUE,7.64852927,45.94579256,NA,NA,NA,3,3
896,JO144,62.71630278,30.36538056,900,1896,Circular,149,2,237,1680,1996,FALSE,FALSE,NA,NA,8.499411744,56.73716332,NA,NA,NA,1,3
6327,JO144,62.71630278,30.36538056,900,1896,Circular,149,2,237,1680,2007,FALSE,FALSE,NA,NA,8.699425268,59.43893301,NA,NA,NA,1,3
11255,JO144,62.71630278,30.36538056,900,1896,Circular,149,2,237,1680,2019,TRUE,FALSE,FALSE,FALSE,9.5,70.88218425,NA,NA,NA,1,3
897,JO144,62.71630278,30.36538056,900,1896,Circular,150,2,240,420,1996,FALSE,FALSE,NA,NA,6.9,37.39280656,NA,NA,NA,1,3
6328,JO144,62.71630278,30.36538056,900,1896,Circular,150,2,240,420,2007,TRUE,FALSE,FALSE,FALSE,6.7,35.25652355,NA,NA,NA,1,3
11256,JO144,62.71630278,30.36538056,900,1896,Circular,150,2,240,420,2019,TRUE,TRUE,FALSE,TRUE,6.4,32.16990877,NA,NA,NA,3,3
